Date,Open,High,Low,Close,Shares Traded,Turnover (â‚¹ Cr),Daily_Return,7-Day_MA,30-Day_MA,Volatility,RSI,Upper_Band,Lower_Band
2024-04-23,22447.05,22447.55,22349.45,22368.0,231520813.0,25651.64,0.0014147311115488836,22255.292857142857,22276.935,0.006597105764624799,47.10968298387801,22601.60784107406,21908.977873211654
2024-04-24,22421.55,22476.45,22384.0,22402.4,235898642.0,21925.6,0.0015379113018598733,22238.578571428574,22274.54666666667,0.006529984779408361,48.54752424519386,22532.78196964797,21944.375173209177
2024-04-25,22316.9,22625.95,22305.25,22570.35,475044740.0,53803.8,0.007496964610934409,22281.12857142857,22277.10666666667,0.00667394386475117,54.15891788568111,22669.356648110097,21892.900494747042
2024-04-26,22620.4,22620.4,22385.55,22419.95,329887340.0,36984.89,-0.006663609558557937,22319.992857142857,22280.016666666666,0.006656083236709864,47.52361371386492,22700.369921946454,21939.61579233926
2024-04-29,22475.55,22655.8,22441.9,22643.4,291957361.0,32431.45,0.009966569952207793,22412.5,22290.273333333334,0.006893059614521606,53.42597143572861,22735.662141965957,22089.337858034043
2024-04-30,22679.65,22783.35,22568.4,22604.85,361859375.0,38741.7,-0.0017024828426828176,22477.907142857144,22310.511666666665,0.006250322258676767,48.57777018865036,22727.189134642744,22228.625151071545
2024-05-02,22567.85,22710.5,22567.85,22648.2,445909456.0,43133.31,0.001917730044658672,22522.450000000004,22327.23,0.00615593382040307,50.33682752177701,22765.07342563465,22279.826574365357
2024-05-03,22766.35,22794.7,22348.05,22475.85,438060727.0,44432.55,-0.007609876281558847,22537.85714285714,22342.313333333335,0.006239115317762136,43.171984132747525,22745.95053077531,22329.763754938973
2024-05-06,22561.6,22588.8,22409.45,22442.7,320255789.0,33417.53,-0.0014749164102803025,22543.614285714284,22355.213333333333,0.006249697303121098,48.01816345193505,22735.844215002908,22351.38435642566
2024-05-07,22489.75,22499.05,22232.05,22302.5,297815469.0,31512.26,-0.006247020189192987,22505.350000000002,22371.381666666664,0.00601404386718978,51.08242304600103,22766.88486701909,22243.815132980915
2024-05-08,22231.2,22368.65,22185.2,22302.5,277438692.0,29717.33,0.0,22488.571428571428,22386.82833333333,0.006015397931054923,55.26523283689747,22787.998714442027,22189.14414270083
2024-05-09,22224.8,22307.75,21932.4,21957.5,331327454.0,37870.88,-0.01546911781190452,22390.585714285717,22385.013333333332,0.006542570908560285,49.083897489210464,22856.30495987721,21924.866468694225
2024-05-10,21990.95,22131.3,21950.3,22055.2,265804411.0,28717.71,0.0044495047250370234,22312.06428571429,22383.628333333338,0.006555782998675353,47.42849635209764,22794.251464841138,21829.87710658744
2024-05-13,22027.95,22131.65,21821.05,22104.05,278186886.0,29036.08,0.0022148971671078765,22234.32857142857,22386.94,0.006520790233447968,42.54113940228496,22631.602238049574,21837.054904807566
2024-05-14,22112.9,22270.05,22081.25,22217.85,230238941.0,23741.66,0.005148377785971325,22197.471428571433,22390.08,0.006513833330420118,45.52492425875338,22533.298119277366,21861.6447378655
2024-05-15,22255.6,22297.55,22151.75,22200.55,231935478.0,23815.79,-0.000778653200017021,22162.87857142857,22385.868333333336,0.0062879145052277255,43.84898342521463,22421.93469698922,21903.822445867918
2024-05-16,22319.2,22432.25,22054.55,22403.85,368945092.0,38836.11,0.009157430784372478,22177.35714285714,22383.93,0.00641812275102916,45.12970628849829,22480.420169462595,21874.294116251687
2024-05-17,22415.25,22502.15,22345.65,22466.1,242654570.0,27388.67,0.002778540295529597,22200.72857142857,22384.356666666667,0.006438659156365424,51.70570994061762,22567.388208590655,21834.06893426649
2024-05-18,22512.85,22520.25,22470.05,22502.0,19064566.0,1572.77,0.0015979631533733496,22278.514285714286,22386.601666666666,0.006442613477627271,45.03057838441843,22635.267186726986,21921.761384701585
2024-05-21,22404.55,22591.1,22404.55,22529.05,347591587.0,30782.35,0.0012021153675227936,22346.20714285714,22387.081666666665,0.006413405505333131,47.407806394696344,22684.56746573095,22007.84681998333
2024-05-22,22576.6,22629.5,22483.15,22597.8,290345590.0,28556.14,0.003051615580772271,22416.742857142854,22389.885,0.006436848928272679,48.38252851983046,22723.9490171754,22109.536697110307
2024-05-23,22614.1,22993.6,22577.45,22967.65,369767547.0,39157.65,0.016366637460283773,22523.85714285714,22399.93,0.0069917409420878875,65.72661165186699,22989.46746429409,22058.24682142019
2024-05-24,22930.75,23026.4,22908.0,22957.1,261927120.0,27966.99,-0.0004593417262978017,22631.93571428571,22410.40833333333,0.006988244342928667,66.6951128980797,23098.550815178307,22165.320613393116
2024-05-27,23038.95,23110.8,22871.2,22932.45,260006078.0,27204.54,-0.001073741892486324,22707.45,22416.363333333335,0.006942914687799091,72.10756068158992,23172.8984360987,22242.0015639013
2024-05-28,22977.15,22998.55,22858.5,22888.15,217890750.0,23054.65,-0.0019317604529824894,22767.742857142854,22428.655000000002,0.006665498925181755,69.98674497152894,23195.07523140825,22340.410482877458
2024-05-29,22762.75,22825.5,22685.45,22704.7,269932784.0,27549.09,-0.008015064563977492,22796.7,22443.061666666665,0.006509572885175973,78.94645561503089,23163.128674278363,22430.27132572164
2024-05-30,22617.45,22705.75,22417.0,22488.65,373374457.0,32991.46,-0.009515650944518117,22790.928571428572,22454.42,0.006676739054139237,65.59709774175263,23177.736081081464,22404.12106177568
2024-05-31,22568.1,22653.75,22465.1,22530.7,572122639.0,67040.32,0.0018698321153114428,22781.34285714286,22472.248333333333,0.006531986305232431,65.40850589382573,23193.011929046454,22369.673785239265
2024-06-03,23337.9,23338.7,23062.3,23263.9,569425569.0,56418.25,0.03254226455458564,22823.664285714283,22509.478333333333,0.008680060098300003,75.8976474964574,23365.15633463807,22282.172236790495
2024-06-04,23179.5,23179.5,21281.45,21884.5,1006105058.0,93786.44,-0.05929358362097503,22670.435714285715,22494.414999999997,0.01402182479363305,46.06237574645129,23542.09771245225,21798.77371611918
2024-06-05,22128.35,22670.4,21791.95,22620.35,638487077.0,64326.85,0.03362425460942675,22625.850000000002,22502.826666666664,0.015350353523173429,53.67640951506302,23466.339480402177,21785.360519597827
2024-06-06,22798.6,22910.15,22642.6,22821.4,480413289.0,49047.39,0.008888014553267487,22616.31428571429,22516.79333333333,0.015426132058195685,55.25368132286483,23444.3383810044,21788.290190424177
2024-06-07,22821.85,23320.2,22789.05,23290.15,473554898.0,47621.54,0.020539931818380985,22699.95,22540.786666666667,0.0158025009053294,59.5263389353548,23674.873538882268,21725.026461117734
2024-06-10,23319.15,23411.9,23227.15,23259.2,304392368.0,29060.4,-0.0013288879633664985,22810.028571428575,22568.761666666665,0.015741214493830754,58.88272447304325,23845.72662565281,21774.33051720434
2024-06-11,23283.75,23389.45,23206.65,23264.85,305185666.0,29190.91,0.00024291463162962046,22914.907142857144,22589.47666666667,0.015657501415009198,58.29258179434255,23967.15779966947,21862.65648604482
2024-06-12,23344.45,23441.95,23295.95,23322.95,295630910.0,31795.48,0.0024973296625596664,22923.342857142856,22613.413333333334,0.015651065922199354,55.11116701921748,23989.504820180664,21857.180894105048
2024-06-13,23480.95,23481.05,23353.9,23398.9,268279841.0,30151.67,0.00325644911985834,23139.68571428571,22638.436666666665,0.015655199740048444,56.04006614189547,23730.945661952006,22548.425766619417
2024-06-14,23464.95,23490.4,23334.25,23465.6,223086741.0,25746.34,0.002850561351174452,23260.43571428571,22671.428333333333,0.015568287228106811,57.0351655947723,23675.83037688304,22845.041051688382
2024-06-18,23570.8,23579.05,23499.7,23557.9,272207297.0,29389.75,0.003933417428064967,23365.649999999998,22708.60166666667,0.015563288121612147,58.51701080126203,23592.323642049683,23138.976357950312
2024-06-19,23629.85,23664.0,23412.9,23516.0,328811255.0,39430.39,-0.0017785965642099777,23397.91428571429,22749.05166666667,0.015505521448624694,60.520392892376016,23638.315885225795,23157.512686202786
2024-06-20,23586.15,23624.0,23442.6,23567.0,280336970.0,33390.07,0.0021687361796223215,23441.885714285716,22791.201666666668,0.015501482259170814,64.30446542979224,23676.411211935098,23207.360216636334
2024-06-21,23661.15,23667.1,23398.2,23501.1,609877803.0,70062.97,-0.0027962829380066,23475.635714285712,22842.655000000002,0.01517953599521907,62.90150413577383,23652.071847341533,23299.199581229892
2024-06-24,23382.3,23558.1,23350.0,23537.85,239358460.0,24862.37,0.0015637565901169825,23506.335714285717,22892.076666666664,0.015175114237214543,54.96260886513356,23623.680856413648,23388.990572157785
2024-06-25,23577.1,23754.15,23562.05,23721.3,298111025.0,34263.36,0.007793829937738694,23552.39285714286,22945.985,0.015208383969584988,93.66976208595221,23716.655273503522,23388.130440782195
2024-06-26,23723.1,23889.9,23670.45,23868.8,287824687.0,33979.62,0.006218040326626317,23609.992857142857,23001.016666666666,0.015216131564308842,91.03544048341968,23880.584027413886,23339.401686871828
2024-06-27,23881.55,24087.45,23805.4,24044.5,515227010.0,61216.71,0.007361073870492119,23679.507142857143,23062.481666666667,0.015228113436724769,90.8226565349929,24097.507551264418,23261.506734449868
2024-06-28,24085.9,24174.0,23985.8,24010.6,354779832.0,41242.87,-0.0014098858366778932,23750.16428571428,23116.039999999997,0.015197625536995633,83.81926604499674,24204.79042044592,23295.53815098264
2024-07-01,23992.95,24164.0,23992.7,24141.95,242468081.0,28204.06,0.005470500528933053,23832.299999999996,23171.90166666667,0.015207729834571372,87.87069605771325,24337.440472212184,23327.159527787808
2024-07-02,24228.75,24236.35,24056.4,24123.85,309629240.0,34838.65,-0.0007497323124272537,23921.264285714286,23225.963333333333,0.01521864558633764,86.48998630887492,24370.453034884435,23472.075536544136
2024-07-03,24291.75,24309.15,24207.1,24286.5,289201551.0,36661.17,0.006742290306066545,24028.214285714286,23284.545,0.015236756088994833,87.55018474294643,24401.46870615837,23654.9598652702
2024-07-04,24369.95,24401.0,24281.0,24302.15,251189844.0,28466.6,0.0006443909167646034,24111.192857142858,23341.35666666667,0.015240747979567088,86.91850350123467,24418.46536067787,23803.920353607846
2024-07-05,24213.35,24363.0,24168.85,24323.85,298381204.0,32052.48,0.0008929251115641357,24176.2,23386.563333333335,0.015016898197158271,86.40139883588255,24432.470495115558,23919.929504884443
2024-07-08,24329.45,24344.6,24240.55,24320.55,266299131.0,26356.03,-0.00013566931221820067,24215.635714285712,23432.01166666667,0.0150151679654287,84.9752647828994,24462.10092964289,23969.170498928535
2024-07-09,24351.0,24443.6,24331.9,24433.2,250537091.0,29361.08,0.004631885380881551,24276.007142857143,23482.036666666667,0.015010558309488765,89.51898876738954,24493.41499635378,24058.599289360507
2024-07-10,24459.85,24461.05,24141.8,24324.45,292263786.0,35358.54,-0.004450911055449147,24302.07857142857,23529.91333333333,0.015041633185806225,81.2381810627574,24485.593546813652,24118.56359604349
2024-07-11,24396.55,24402.65,24193.75,24315.95,306404194.0,32115.44,-0.00034944263899083783,24329.52142857143,23583.621666666666,0.014927820235141312,85.34392492634318,24424.99163085424,24234.051226288615
2024-07-12,24387.95,24592.2,24331.15,24502.15,325823474.0,39565.33,0.007657525204649573,24360.32857142857,23650.738333333335,0.014783810130287942,86.98241032222903,24513.033208524466,24207.623934332674
2024-07-15,24587.6,24635.05,24522.75,24586.7,305395934.0,31593.04,0.0034507175900890807,24400.97857142857,23719.271666666667,0.014782571231048482,85.85539217621599,24618.954685236007,24183.002457621136
2024-07-16,24615.9,24661.25,24587.65,24613.0,283212233.0,28668.71,0.001069684016155037,24442.285714285714,23764.241666666665,0.013691922375795952,84.23773500493327,24698.320462671687,24186.25096589974
2024-07-18,24543.8,24837.75,24504.45,24800.85,350924425.0,40477.17,0.0076321456141064115,24510.9,23861.45333333333,0.0073476604659600065,84.33208080094326,24856.466211697247,24165.333788302756
2024-07-19,24853.8,24854.8,24508.15,24530.9,,,-0.010884707580586794,24524.85714285714,23925.138333333332,0.005451259411873838,69.74123796819033,24863.602973968547,24186.111311745735
2024-07-22,24445.75,24595.2,24362.3,24509.25,324190553.0,32496.23,-0.0008825603626446687,24551.257142857143,23981.4,0.0053612173047139,65.21541249103596,24842.604526739953,24259.909758974332
2024-07-23,24568.9,24582.55,24074.2,24479.05,436408768.0,44921.42,-0.0012321878474453873,24574.557142857142,24021.030000000002,0.004159144698266116,64.59430365995908,24795.71943190154,24353.394853812744
2024-07-24,24444.95,24504.25,24307.25,24413.5,366616574.0,39538.11,-0.002677799996323338,24561.89285714286,24059.506666666668,0.004199768372199928,55.75842569027052,24810.81460809154,24312.971106194178
2024-07-25,24230.95,24426.15,24210.8,24406.1,391821970.0,37853.62,-0.00030311098367707956,24536.092857142856,24097.548333333332,0.004207138339898763,54.776617899002055,24809.271183690475,24262.914530595237
2024-07-26,24423.35,24861.15,24410.9,24834.85,383826136.0,42118.36,0.017567329479105664,24567.785714285714,24147.945,0.005118241185772744,66.76016730559853,24922.04518470404,24213.52624386739
2024-07-29,24943.3,24999.75,24774.6,24836.1,354966070.0,37102.92,5.0332496471794386e-05,24572.821428571428,24195.851666666666,0.005126909685368654,66.93092306060609,24943.17778334873,24202.465073794127
2024-07-30,24839.4,24971.75,24798.65,24857.3,384989431.0,37576.58,0.0008535961765334665,24619.45,24242.241666666665,0.005128470791359232,64.81544392987738,25043.475808963074,24195.424191036927
2024-07-31,24886.7,24984.6,24856.5,24951.15,333646302.0,35411.32,0.003775550844218989,24682.57857142857,24288.683333333334,0.005126430179304739,72.0316236846935,25158.450517989757,24206.706624867384
2024-08-01,25030.95,25078.3,24956.4,25010.9,431313292.0,38822.9,0.0023946792031630526,24758.557142857146,24338.51333333333,0.005078731283951435,73.55641717964733,25252.27976548585,24264.83452022844
2024-08-02,24789.0,24851.9,24686.85,24717.7,345027881.0,35368.54,-0.011722888820474342,24802.014285714286,24376.87,0.005668370957696602,57.047412136381155,25197.849481700043,24406.17908972853
2024-08-05,24302.85,24350.05,23893.7,24055.6,486994718.0,45066.65,-0.026786472851438536,24751.942857142858,24395.353333333333,0.007654934590741484,37.96215575441452,25393.744686444836,24110.14102784088
2024-08-06,24189.85,24382.6,23960.4,23992.55,312339387.0,31553.65,-0.0026210113237665755,24631.614285714284,24410.510000000002,0.007678744768650179,36.10657268267364,25482.619786507952,23780.608784920616
2024-08-07,24289.4,24337.7,24184.9,24297.5,317564429.0,29738.85,0.012710195456506312,24554.671428571426,24429.716666666667,0.007885768321262577,39.541314210195694,25416.720177883555,23692.622679259297
2024-08-08,24248.55,24340.5,24079.7,24117.0,311875940.0,30858.18,-0.007428747813561065,24448.914285714283,24437.99,0.007957555556360855,41.04289097251565,25319.305877115006,23578.52269431356
2024-08-09,24386.85,24419.75,24311.2,24367.5,215129992.0,22339.19,0.010386864037815746,24365.535714285714,24448.756666666668,0.008067561831347532,47.49595387809572,25114.800221907077,23616.27120666435
2024-08-12,24320.05,24472.8,24212.1,24347.0,279925100.0,30311.85,-0.0008412844977941925,24270.692857142854,24459.970000000005,0.008063644192822643,47.68139487579202,24762.61310280811,23778.772611477598
2024-08-13,24342.35,24359.95,24116.5,24139.0,239727640.0,25459.58,-0.008543146999630324,24188.02142857143,24459.871666666666,0.008170696061191333,45.04265005515824,24485.414500992323,23890.628356150533
2024-08-14,24184.4,24196.5,24099.7,24143.75,303254705.0,27834.61,0.00019677699987563635,24200.614285714284,24460.535,0.008169415305252557,45.27373736078597,24478.67713660909,23922.551434819477
2024-08-16,24334.85,24563.9,24204.5,24541.15,271611087.0,28521.9,0.016459746311157097,24278.985714285718,24469.02333333333,0.008623532495001524,44.6952021043551,24590.602662446567,23967.36876612487
2024-08-19,24636.35,24638.8,24522.95,24572.65,243645503.0,22124.41,0.001283558431450782,24318.29285714286,24478.039999999997,0.008624987937399284,45.33860213336654,24701.905732442123,23934.679981843597
2024-08-20,24648.9,24734.3,24607.2,24698.85,238318940.0,25478.73,0.005135791215029606,24401.41428571429,24490.539999999997,0.008667941989479398,47.46098620431973,24830.893799056983,23971.9347723716
2024-08-21,24680.55,24787.95,24654.5,24770.2,257114212.0,27404.63,0.002888798466325504,24458.942857142858,24505.528333333332,0.008677317112115494,47.035125953717134,24967.77481836584,23950.110895919875
2024-08-22,24863.4,24867.35,24784.45,24811.5,220345125.0,24227.03,0.0016673260611541618,24525.3,24518.138333333332,0.008647204233798065,46.68062846068014,25084.649258811925,23965.950741188073
2024-08-23,24845.4,24858.4,24771.65,24823.15,206800655.0,23134.22,0.0004695403341192783,24623.035714285714,24534.761666666665,0.00859561785965822,52.55490227824774,25100.47920732728,24145.592221244147
2024-08-26,24906.1,25043.8,24874.7,25010.6,210266456.0,22166.86,0.007551418736139404,24746.87142857143,24557.916666666668,0.008682555041618231,75.14307369873421,25068.40185666585,24425.341000477012
2024-08-27,25024.8,25073.1,24973.65,25017.75,223346636.0,26695.0,0.0002858787873942781,24814.957142857143,24575.103333333333,0.008590767024840688,77.83337568736923,25135.037306923386,24494.8769787909
2024-08-28,25030.8,25129.6,24964.65,25052.35,220419448.0,26994.19,0.0013830180571794415,24883.485714285714,24590.625,0.008576470434827257,73.94190165163815,25164.49156069177,24602.479867879658
2024-08-29,25035.3,25192.9,24998.5,25151.95,353993900.0,43221.73,0.003975674936682605,24948.214285714286,24608.59,0.008597626883408652,84.6330240170779,25239.304922883737,24657.123648544835
2024-08-30,25249.7,25268.35,25199.4,25235.9,638166179.0,89554.91,0.0033377133780880808,25014.742857142857,24623.091666666667,0.008514579766663456,82.62775218837069,25327.99703204773,24701.488682237985
2024-09-02,25333.6,25333.65,25235.5,25278.7,222815249.0,28187.71,0.0016959965763059248,25081.485714285714,24648.018333333333,0.008233852689993052,84.43144838088175,25391.72832748982,24771.24310108161
2024-09-03,25313.4,25321.7,25235.8,25279.85,212131921.0,27276.14,4.5492845755390476e-05,25146.72857142857,24673.705,0.008228143781524807,100.0,25387.823786763165,24905.63335609398
2024-09-04,25089.95,25216.0,25083.8,25198.7,253788501.0,26293.35,-0.003210066515426213,25173.600000000002,24697.693333333333,0.008255067433882301,93.50057668930592,25383.84728297909,24963.352717020913
2024-09-05,25250.5,25275.45,25127.75,25145.1,222242223.0,26272.38,-0.002127093858016571,25191.792857142857,24722.079999999998,0.008247217111657752,84.77592401364348,25356.134061436424,25027.45165284929
2024-09-06,25093.7,25168.75,24801.3,24852.15,311671856.0,33001.17,-0.0116503811875871,25163.192857142858,24736.94833333333,0.008564008846427763,62.60243450943867,25458.375610865576,24868.01010342014
2024-09-09,24823.4,24957.5,24753.15,24936.4,254367252.0,25180.28,0.003390048748297403,25132.4,24740.333333333332,0.007968123286104089,61.10772669612192,25474.32639071408,24790.473609285924
2024-09-10,24999.4,25130.5,24896.8,25041.1,251274802.0,27846.31,0.00419868144559743,25104.571428571428,24747.166666666668,0.008001953955059937,62.24011647729149,25438.80978592124,24770.333071221616
2024-09-11,25034.0,25113.7,24885.15,24918.45,279229206.0,29395.73,-0.004897947773859657,25053.10714285714,24749.205,0.008057071840487177,54.61226780890922,25372.85009914442,24733.364186569863
2024-09-12,25059.65,25433.35,24941.45,25388.9,380069653.0,41747.91,0.018879585206944993,25068.685714285715,24763.79666666667,0.008737016051096242,67.15320660023946,25445.513715343288,24691.857713228143
2024-09-13,25430.45,25430.5,25292.45,25356.5,250781898.0,25530.69,-0.001276148238009589,25091.22857142857,24775.316666666666,0.008736965037133369,61.62351769948833,25519.694905606535,24662.76223725061
2024-09-16,25406.65,25445.7,25336.2,25383.75,168694880.0,18705.01,0.0010746751326089488,25125.321428571428,24797.518333333333,0.008426790831381844,62.11861059146921,25608.3021005697,24642.340756573154
2024-09-17,25416.9,25441.65,25352.25,25418.55,215956868.0,25280.83,0.0013709558280394774,25206.235714285714,24842.95,0.006605575701196408,62.11113585650576,25664.810323679918,24747.66110489151
2024-09-18,25402.4,25482.2,25285.55,25377.55,215727159.0,28832.0,-0.0016129952337957665,25269.257142857143,24889.116666666665,0.006584527808195735,57.843171927017956,25672.718315828388,24865.795969885898
2024-09-19,25487.05,25611.95,25376.05,25415.8,314461263.0,34389.27,0.0015072376963103373,25322.785714285714,24926.39333333333,0.006259572401131429,56.48787337776605,25681.982362907394,24963.589065664033
2024-09-20,25525.95,25849.25,25426.6,25790.95,533067422.0,68915.27,0.014760503308965278,25447.428571428572,24982.191666666666,0.006473043264806469,64.60858406639449,25753.449141854653,25141.40800100249
2024-09-23,25872.55,25956.0,25847.35,25939.05,209187756.0,24825.74,0.005742324342453475,25526.02142857143,25034.576666666664,0.006325824798999544,67.27202585313513,25998.956279113485,25053.08657802937
2024-09-24,25921.45,26011.55,25886.85,25940.4,384115033.0,35573.63,5.204508260714391e-05,25609.43571428571,25087.69,0.006313569535536026,70.2724275381987,26144.703587144133,25074.16784142729
2024-09-25,25899.45,26032.8,25871.35,26004.15,278540972.0,27868.08,0.0024575565527131804,25698.064285714285,25149.861666666668,0.005982826033204509,73.3262209204293,26263.542079897557,25132.586491531012
2024-09-26,26005.4,26250.9,25998.4,26216.05,370895477.0,40838.36,0.0081486993422204,25811.992857142857,25218.938333333335,0.006052951062272817,88.77445847271386,26433.266083210634,25190.71963107508
2024-09-27,26248.25,26277.35,26151.4,26178.95,490332370.0,55420.63,-0.0014151636116043198,25926.47857142857,25273.531666666666,0.005514339942632633,86.34569246623603,26463.841719455333,25389.11542340181
2024-09-30,26061.3,26134.7,25794.1,25810.85,375370974.0,36028.06,-0.014060915353747983,25982.914285714283,25314.805,0.0062605822874525156,69.88849596075656,26312.9861602826,25652.842411145968
2024-10-01,25788.45,25907.6,25739.2,25796.9,247423786.0,27473.29,-0.0005404703835788505,25983.764285714286,25351.40666666667,0.0062376132683281205,74.06600718675519,26311.551954357226,25655.976617071345
2024-10-03,25452.85,25639.45,25230.3,25250.1,423395030.0,45689.5,-0.0211963452973033,25885.342857142856,25367.403333333332,0.007475771541572714,46.684190541729166,26533.223302463335,25237.462411822376
2024-10-04,25181.9,25485.05,24966.8,25014.6,374914801.0,42719.71,-0.009326695735858426,25753.085714285717,25374.173333333332,0.007691396185946759,42.17057559252412,26670.45215454521,24835.71927402622
2024-10-07,25084.1,25143.0,24694.35,24795.75,374345795.0,40550.24,-0.008748890647861551,25580.457142857143,25373.26,0.007866556432461114,37.43019936684864,26708.049210685156,24452.86507502913
2024-10-08,24832.2,25044.0,24756.8,25013.15,333220055.0,33493.36,0.008767631549761568,25408.614285714284,25373.344999999998,0.00790986593936566,42.13652855935027,26447.313840789942,24369.914730638626
2024-10-09,25065.8,25234.05,24947.7,24981.95,290562844.0,30877.63,-0.0012473438971101203,25237.614285714288,25372.15166666667,0.007913132855493644,42.29379089815703,26055.042549058762,24420.186022369813
2024-10-10,25067.05,25134.05,24979.4,24998.45,261364749.0,28046.45,0.0006604768642959336,25121.557142857142,25370.355,0.007909822332093912,41.79069358588427,25773.016528719876,24470.097756994408
2024-10-11,24985.3,25028.65,24920.05,24964.25,210462717.0,21734.97,-0.0013680848212589414,25002.60714285714,25364.09833333333,0.007876336466118372,30.846671811440388,25268.70592419341,24736.50836152087
2024-10-14,25023.45,25159.75,25017.5,25127.95,206423311.0,21270.9,0.006557377049180246,24985.157142857144,25360.5,0.007948088478062474,31.513320459005953,25182.70788257224,24787.60640314205
2024-10-15,25186.3,25212.05,25008.15,25057.35,257228772.0,29113.88,-0.002809620362982379,24991.264285714286,25353.121666666666,0.007955306277523697,30.45834565381091,25195.589661151833,24786.938910276738
2024-10-16,25008.55,25093.4,24908.45,24971.3,226774456.0,24115.83,-0.0034341221238478603,25016.342857142856,25342.836666666666,0.007976000223609048,27.337655869525918,25132.94326349713,24899.74245078858
